comment,cleaned_comment,predicted_sentiment
"Mahfud MD (The Whistleblower).
Mahfud MD: ""Tentang IKN..Sejauh yang Saya Tahu, Sampai Sekarang Belum Ada Satupun Investor yang Masuk Kesana, Kalaupun Ada Sebutkan Satu Saja Investor yang Sudah Masuk? Justru Sekarang ini Ratusan Ribu Hektar Tanah Disana Telah Dikuasai Oleh Pengusaha2 Tertentu. Pembangunan IKN yang Sekarang ini Malah Menjadi Beban APBN Negara.""
Gibran: ""Sudah Banyak kok Investor yang Masuk: 'Mayapada' & 'Agung Sedayu'.""
Pertanyaan: 'Mayapada' & 'Agung Sedayu' itu 'Investor' atau/ 'Pengusaha2' yang Menguasai Ratusan Ribu Hektar Tanah Disana ya? 🤔 

Kecewa dengan Penampilan Gibran yang Tidak 'Fair-Play' dimana Dia Sengaja 'Bertanya Diluar Tema Debat' dan juga yang Lebih Parah lagi Dia Sengaja Memberikan 'Pertanyaan-Kompleks' (Pertanyaan Jebakan) dengan Diksi Kata Tidak Lazim yang mana Hanya Dirinya saja yang Tahu, lalu dengan Sepihak Mengklaim bahwa 'Pertanyaannya itu Sulit', Padahal itu 'Pertanyaan Mudah'. Apakah Memang Harus Bermain Curang Berkali2? Menghalalkan Segala Cara untuk Berkuasa Kembali.🤦‍♂️
Mudah2an Pemilu Nanti Tidak Ada Kecurangan..AMIN.🤲",md md ikn yang yang yang ini usaha ikn yang ini apbn kok yang itu atau usaha yang ya dengan yang mana dan juga yang lagi dengan yang mana saja yang lalu dengan bahwa itu itu kali untuk mudah amin,positive
"InsyAllah,,,,, Anies & Muhaimin",insyallah,positive
"1 AMIN 
PERUBAHAN Adil dan Makmur",amin ubah dan,positive
"Katanya anak ingusan pas debat kok kalah sama anak ingusan 😂,.
Bangga Indonesia dengan adanya pak Jokowi yang telah membangun Indonesia lebih baik dan memiliki anak2 hebat seperti beliau😢 kok aku sedih ya terharu pak saya bangga sangat pada anda❤",anak ingus pas debat kok kalah sama anak ingus dengan ada pak yang telah bangun lebih baik dan milik anak hebat seperti beliau kok aku sedih ya haru pak saya bangga sangat pada anda,positive
Lebih keren debat kali ini,keren debat kali ini,positive
Mas gibran suaranya mirip bapaknya..,gibran suara mirip bapak,positive
Sebagai sarjana teknik kimia yang memiliki ketertarikan terhadap bioenergi yang tugas akhirnya bioetanol dan pernah mengerjakan projek tugas kuliah biodiesel sangat antusias apabila indonesia sanggup menguasai industri menjajikan masa depan tersebut.,sarjana teknik kimia yang milik tari hadap bioenergi yang tugas akhir bioetanol dan pernah kerja projek tugas kuliah biodiesel sangat antusias apabila indonesia sanggup kuasa industri menjajikan masa depan sebut,positive
Bolone mase ❤,mase,positive
bangga bgt sm mas gibrannn❤❤❤,bangga bgt sm mas gibrannn,positive
IKN HAKIKATNYA SIMBOL PEMERATAAN PEMBANGUNAN NKRI.,ikn hakikat simbol perata bangun nkri,positive
Sy lebih se7 perubahan,lebih se ubah,positive
Gapernah ganti haluan tetap ✌️,ganti haluan tetap,positive
Luar biasa pak Jokowi dan ibu iriana.. 2 periode wakil dan 2 periode jadi presiden..menuju Indonesia emas,biasa pak dan ibu iriana periode wakil dan periode jadi presidenmenuju emas,positive
Awalnya saya milih no 1 tp saya pikir pakai akal sehat lage kok jawabannya manis2 kayak tebu. Biasanya yg ginian mala ga ada yg terlaksana janjinya. No 2 aja de,saya milih no tp saya pikir pakai akal sehat lage kok jawab manis kayak tebu yg ginian mala ga ada yg laksana janji aja de,positive
"Timnya no 3  , “SECARA OBJECKTIF” tapi argumen ke no 2 SELALU SUBJEKTIF. You’re a total hypocrite 😅",no cara objecktif tapi argumen ke no selalu subjektif re a total hypocrite,positive
Hidup netral,netral,positive
Ganjar mafud menang dongs,mafud menang dongs,positive
"Bukan merendahkn hny menilai, sya ttep ragu dg Pak Gibran, krn sya menilai Pak Gibran blm bnyk pengalaman, Pak Gibran tampil mantap mungkin karena sudah di brief duluan sama timses.",merendahkn hny nilai sya ttep ragu dg krn sya nilai blm bnyk alam tampil mantap mungkin karena sudah di brief duluan sama timses,positive
"Food estate jagung buat nutupi kegagalan singkong ditanam di polybag katanya berhasil, wkwk ngakak dulu lah",estate jagung buat nutupi gagal singkong tanam di polybag kata hasil wkwk ngakak dulu lah,positive
Gibrannn josssssssssss hahahahahahahhahahahahahahhaa gemiy uyeeee,josssssssssss hahahahahahahhahahahahahahhaa gemiy uyeeee,positive
"Saya tidak yakin jika gibran gak dilatih dan dibrefing bisa tampil kaya ini....bukti dilapangan membuktikan jika langsung dadakan dan gak ada yg bisikan maka dia gak bisa jawab...

Jadi gak kaget jika gibran bisa kaya ini
Sudah dilatih

Tapi yg dilapangan nanti tidak bisa seperti itu... Maka pengalaman dan jam terbang Akan menentukan nantinya..
Maka Cak Imin akan unggul",tidak yakin jika gibran gak latih dan dibrefing bisa tampil kaya inibukti lapang bukti jika langsung dada dan gak ada yg bisik maka dia gak bisa jawab gak kaget jika gibran bisa kaya ini latih yg lapang nanti tidak bisa seperti itu alam dan jam terbang tentu nanti akan unggul,positive
slepettt,slepettt,positive
Dipemilu ini kita kompak buat mencari penimpin negara yg cerdas dan amanah buat mengurus negara yg besar ini....belajar dari pengalaman sebelum nya...Pikirkan buat bangsa demi anak cucu kita kelak...,ini kita kompak buat cari penimpin negara yg cerdas dan amanah buat urus negara yg besar inibelajar dari alam belum nya buat bangsa demi anak cucu kita kelak,positive
Peningkatan investasi di sektor kelautan melalui IKN mendukung penciptaan lapangan kerja yang berkelanjutan.,investasi di sektor laut lalu ikn dukung cipta lapang kerja yang lanjut,positive
02 love yuo😘😘😘😘,love yuo,positive
Buah jatuh TDK jauh dari pohonnya ..lagu lama bicara seperti itumah..AMIN TETAP AMIN,jatuh tdk jauh dari pohon lagu lama bicara seperti itumahamin tetap amin,positive
Fadli kok jadi oon yah setelah dukung gibran😅,kok jadi oon yah telah dukung gibran,positive
Gibran keren,keren,positive
"Saya awalnya ragu dengan mas Gibran didebat ini, tapi akhirnya malah salut sama beliau karena bisa menguasai debat.
Muda, kreatif, berani ..",awal ragu dengan mas debat ini tapi akhir malah salut sama beliau karena bisa kuasa debat kreatif berani,positive
"Membangun 40 kota serta jakarta
Memberi 5% Rohingya",kota serta jakarta,positive
minim etika 🤬,minim etika,positive
Gas bg gibran,bg gibran,positive
"menolak IKN yg targetnya sampe 2045 tp mau bikin 40 kota setara Jakarta dalam 5 tahun, imin ngibul😅🤭",tolak ikn yg target sampe tp mau bikin kota tara dalam tahun imin ngibul,positive
buzzer 2-3 ngumpul .... Biar cair,buzzer ngumpul cair,positive
Prabowo_ Gibran mantap stu putaran top,prabowo mantap stu putar top,positive
tenang saja pa Ganjar kami tunggu tgl 14 nanti p Ganjar kami orang ntt satu putarran untuk pa Ganjar terima kasi pa,tenang saja pa kami tunggu tgl nanti p kami orang ntt satu putarran untuk pa terima kasi pa,positive
Gibran mantaaap pool gepol pokoken,mantaaap pool gepol pokoken,positive
Tumben pak anis salah pilih wakil,pak anis salah pilih wakil,positive
"Kebanyakan menghayal nih si Gibran sampai-sampai ga nyambung antara pertanyaan yang disampaikan moderator dan jawaban yang dia berikan, kebanyakan janji-janji doang kayak bapaknya wkwkwk",menghayal nih si sampaisampai ga nyambung antara tanya yang sampai moderator dan jawab yang dia ikan banyak janjijanji doang kayak bapak wkwkwk,positive
2 mutiara muda Indonesia .. selamat mas Gibran anak muda yang rendah hati,mutiara muda selamat mas anak muda yang rendah hati,positive
"Anak kecil tdk sopan bicaranya sma orang tua.koq pke bahasa2 gus""",kecil tdk sopan bicara sma orang tuakoq pke bahasa gus,positive
PAK MAHFUD .. okelah,pak mahfud oke,positive
Gas terus mas Gibran meledak 😅,terus mas ledak,positive
"Jenenge ae Min ,wes mesti koplak 🤮🤮🤮🤮🤮🤮",ae wes mesti koplak,positive
Semoga Indonesia selanjutnya memiliki pemimpin yg lurus.. aamiin,lanjut milik pimpin yg lurus aamiin,positive
"""....Yang bener Aja ?...Rugi dong Kita !!! ""....cakep Pak...ending nya",bener dong cakep ending nya,positive
"Banjir longsor itu ulah manusia maa Amien.... Penebangan hutan yg sembarangan .
Kesalahan kepemimpinan jere mu 😃😃😃😃😃....?La nglihatmu dari yg salah .",longsor itu ulah manusia maa hutan yg sembarang pimpin jere mu nglihatmu dari yg salah,positive
"Kata gibran : kita punya sumber daya alam yg besar tapi kenapa bpkmu tdk bisa melakukan, sekarang anaknya umbar janji dan gombal lagi...masih percaya????",gibran kita punya sumber daya alam yg besar tapi kenapa bpkmu tdk bisa laku sekarang anak umbar janji dan gombal lagimasih percaya,positive
"Gus muhaimin : "" pak    
Gibran in..........""

Gibran : "" anu loh gus....gus.....gus""",muhaimin pak in anu loh gusgusgus,positive
Mas gibran......bravoooo.....,gibranbravoooo,positive
"Dlm debat cawapres ini , mas Gibran adalah bintangnya. Mas Gibran jadi simbol kebangkitan pemimpin muda indonesia masa kini👍👍👍",debat cawapres ini mas adalah bintang jadi simbol bangkit pimpin muda indonesia masa kini,positive
Sahlut sama pak Gibran sungguh luar biasa,sama pak sungguh luar biasa,positive
Orang madura pasti senang orang senang pilih bpk ganjar🙌🏻,madura pasti senang orang senang pilih bpk ganjar,positive
Prabowo gibran 1 putaran yes,gibran putar yes,positive
Jujur bangga banget sama gibran. Bisa memotivasi kita anak anak muda buat berkembang. Ayolah pak kasih kesempatan buat anak muda,bangga banget sama gibran motivasi kita anak anak muda buat kembang pak kasih sempat buat anak muda,positive
"Pak pak yg terhormat. Apa salahnya kita baca SGIE dengan bahasa indonesia formal SGIE, saya kasih contoh sederhana saja. INSTAGRAM (IG) apa njenengan jg bacanya sok keinggrisan  atau sederhana bilang IG??  Menurutku malah lucu singkatan bgtu di permasalahan kan. HAHAHA😂",pak yg hormat salah kita baca sgie dengan bahasa indonesia formal sgie saya kasih contoh sederhana saja instagram ig apa njenengan jg baca sok inggris atau sederhana bilang ig malah lucu singkat bgtu di masalah kan hahaha,positive
Siapapun presidennya semoga indonesiaku semakin maju😇❤️,presiden moga indonesia makin maju,positive
Debat yg gokil.,yg gokil,positive
Saya akui nyali gibran besar😊😊😊,aku nyali gibran besar,positive
Saatnya yang muda untuk berkarya&INDONESIA perlu REGENERASI disamping kolaborasi dengan yg SENIOR,yang muda untuk berkaryaindonesia perlu regenerasi samping kolaborasi dengan yg senior,positive
Wahai sekalian Warga NU yg mendukung 02 alihkan dukunganmu soalnya Gibran tdk punya rasa etika sopan santun dgan gimik kaya mengecek kepada dua Tokoh NU yg sangat di hormati dia seorang Tokoh dan ulama Pak.Mahfud dan Cak imin,sekali nu yg dukung alih dukung soal tdk punya rasa etika sopan santun dgan gimik kaya ecek kepada dua nu yg sangat di hormat dia orang dan ulama dan imin,positive
"anjr Fadli zon vs 2 org, WKWK G TUMBANG KEREN",anjr zon vs org wkwk tumbang keren,positive
"N0 1...
Ada dihati...
Karna akal pikir ku waras...
Tetap N0 1 slalu di depan...
Salam SLEPET...
☝️",n hati akal pikir ku waras n slalu di depan slepet,positive
Malam ini gibran bintangnya,ini gibran bintang,positive
"ANIS HANYA JANJI

Di jakarta gak ada bukti janjinya anis jadi Gubernur",anis hanya janji jakarta gak ada bukti janji anis jadi,positive
"Realitis aja atuh cak imin, awas jangan keseringan silat lidah nanti keseleo wkwkw",aja atuh cak imin awas jangan sering silat lidah nanti keseleo wkwkw,positive
"Saya pendukung anis ,Tetapi Saya salute sama Pak Mahfud, Pertanyaanya Tajam, datanya lugas Keren pak prof",dukung anis salute sama data lugas pak prof,positive
Gibran ungguli debat,unggul debat,positive
"01 dan 03 jadi kaya sering ber dua kaya obrolan sore gitu,jadi kurang seru harusnya ke tiganya saling serang kaya sepak bola😂",dan jadi kaya sering ber dua kaya obrol sore gitujadi kurang seru harus ke tiga saling serang kaya sepak bola,positive
Mahfud md tak percaya diri kalau dia menang didaeranya buktinya dia pertegas pakai baju daeranya,md tak percaya diri kalau dia menang didaeranya bukti dia tegas pakai baju daeranya,positive
"Menurut sy gibran gagasanx real, sedangkan cawapres lain angan². Seperti kita akan...kita akan...
Fix saatx anak muda berkarya untuk bangsa. Bravo mas gibran sy yakin pilih no. 2",sy gibran gagasanx real sedang cawapres lain angan kita akankita akan saatx anak muda karya untuk bangsa mas gibran sy yakin pilih no,positive
Obrolan santai,santai,positive
"Gibran parah bgt. Ga ada etika. Mentang2 banyak bekingan, banyak orang dalam😅",parah bgt ada etika mentang banyak beking banyak orang dalam,positive
"Kalau gibran bisa beneran punya future mind dan kekeh pas merealisasikan nanti, gak cm omdo, indonesia bakalan punya wajah baru bersama anak2 muda, masalahnya,, bisa dipercaya gak 😂. Seberapa ngotot nanti merealisasikannya.. hmm",gibran bisa beneran punya future mind dan kekeh pas realisasi nanti gak cm omdo indonesia bakal punya wajah baru sama anak muda masalah bisa percaya gak ngotot nanti realisasi hmm,positive
"Disini kita diperlihatkan 
Inilah waktu nya anak muda 
Terlibat untuk kemajuan indonesia 

Pilihan kemaren pak prabowo sebenernya sudah menjadi pemimpin ,tp ada kecurangan yg allah memang membiarkan itu terjadi ,

Ternyata di balik itu semua ,,allah sedang memilihkan wakil yg di butuhkan indonesia saat ini ,,


Penjajahan dulu ,,ada pejuang2 anak muda yg bisa memperjuangkan indonesia , 

Sekarang akan diulang lagi 
Anak muda indonesia bangkit",kita lihat waktu nya anak muda untuk maju indonesia kemaren pak prabowo sebenernya sudah jadi pimpin tp ada curang yg allah memang biar itu jadi di balik itu semua allah sedang pilih wakil yg di butuh indonesia saat ini dulu ada juang anak muda yg bisa juang indonesia akan ulang lagi muda indonesia bangkit,positive
Berantas ronghinya.,ronghinya,positive
Gibran menakjubkan,takjub,positive
Gabaklan kepincuutt degan omongan no 2 udh tauu karana udah dikasih tauu. Coba adu gagasan diluar kpu berani ga.,kepincuutt degan omong no udh tauu karana udah kasih tauu adu gagas luar kpu berani ga,positive
wkwkwkwk slepet,wkwkwkwk slepet,positive
puas bangett kpd pak gibrann❤❤,puas bangett kpd pak gibrann,positive
Anak muda harus dilibatkan... tp anak muda yg bukan karbitan dan buka anak muda yg mendpt fasilitas utk jd pejabat.. dan bukan anak muda yg tdk cerdas,muda harus libat tp anak muda yg bukan karbitan dan buka anak muda yg mendpt fasilitas utk jd jabat dan bukan anak muda yg tdk cerdas,positive
gibran / gibron sgt mantap dan jos gandos,gibran gibron sgt mantap dan jos gandos,positive
"Ini lah janji"" manis utk kita 😀",lah janji manis utk kita,positive
02 mantaap....ttp semangat....joosss.,mantaapttp semangatjoosss,positive
Tampil elegan dan berbobot Mas Gibran👍👍,elegan dan bobot,positive
Kemarin gugup banget nungguin debat cawapres. Karna banyk banget yang rendahin mas gibran. Eh tau2nya semua jawabannya mantappppppp. ❤❤❤,gugup banget nungguin debat cawapres banyk banget yang rendahin mas gibran tau semua jawab mantappppppp,positive
01 dan 03 positip kerja sama untuk menjatuhkan 02 dengan cara mengungkit kepemimpinan persiden yang sekarang demi kekuasaan,dan positip kerja sama untuk jatuh dengan cara ungkit pimpin persiden yang sekarang demi kuasa,positive
Ibu hamil,hamil,positive
Umur yg matang bukan jumlah nya tapi yg mempengaruhi manusia adalah ketaatan nya pada Allah nya keluarga pendidikan pergaulan dan lingkungan yg baik pasti membentuk umatNya menjadi berbudi pekerti luhur dan pintar,yg matang bukan jumlah nya tapi yg pengaruh manusia adalah taat nya pada nya keluarga didik gaul dan lingkung yg baik pasti bentuk umat jadi budi pekerti luhur dan pintar,positive
Gibran tampil keren.....mantaaab....,tampil kerenmantaaab,positive
sigibran neraka ini ngg ada sopan santun ramah tamahnya kpda org yg tua darinya...nyebut nama orang tanpa mnyebut bapak atau pak...makhluk bginian dipilih pndukung???? mikir...ini manusia tidak beretika,sigibran neraka ini ngg ada sopan santun ramah tamah kpda org yg tua darinyanyebut nama orang tanpa mnyebut bapak atau pakmakhluk bginian pilih pndukung mikirini manusia tidak etika,positive
"Gibran seperti Pak jokowi, kecerdasannya tidak bisa ditebak",seperti jokowi cerdas tidak bisa tebak,positive
IZIN ILEGAL MAU DICABUT? MANTAP!,izin ilegal mau cabut mantap,positive
"Ini debat bapak2 calon wapres, jngn menjawab tema & pertanyaan dr org2 yg sudah memberi pertanyaan.

Tapi fokus untuk menarik, menyakinkan, dan memberi trust untuk masyarakat dari tema/pertanyaan2 itu, kaitkan lah hal2 tersebut dgn issu yg sedang trending topik.. itulah seorang pimpinan yang ucapannya mampu menggerakkan, menyakinkan, dan memberi trust untuk masy bny karna anda2 ini nantinya di ujung piramida.

Ayolah :
- natural saja
- ganti org2 yg memberi bantuan untuk latihan debat, latihan pidato dll
- tonton lah debat2 presiden di negara lain bagaimana mereka bisa memenangkan kompetisi dan lihatlah kesalahan2 yg membuat mereka gagal.
- terakhir gunakan kata-kata simple dan ulang lah terus menerus agar dibawah alam sadar masy akan terbetuk sebuah trust yg akan menjadikan anda2 menjadi seorang pimpinan.

Kira2 itu yg ingin kami2 ini sampaikan..
Terima kasih",debat bapak calon wapres jngn jawab tema tanya dr org yg sudah beri tanya fokus untuk tarik menyakinkan dan beri trust untuk masyarakat dari temapertanyaan itu kait lah hal sebut dgn issu yg sedang trending topik itu orang pimpin yang ucap mampu gerak menyakinkan dan beri trust untuk masy bny karna anda ini nanti di ujung piramida natural saja ganti org yg beri bantu untuk latih debat latih pidato dll tonton lah debat presiden di negara lain bagaimana mereka bisa menang kompetisi dan lihat salah yg buat mereka gagal akhir guna katakata simple dan ulang lah terus terus agar bawah alam sadar masy akan terbetuk buah trust yg akan jadi anda jadi orang pimpin kira itu yg ingin kami ini sampai kasih,positive
Gibran menguasai panggung debat  cawapres muda cerdas lugas...sampe2 seniornya emosi wkkwkkk,kuasa panggung debat cawapres muda cerdas lugassampe senior emosi wkkwkkk,positive
"Gibran : jangan panggil aku anak kecil paaman .. 😂😂😂 padahal saya yakin dan jago pak mahfudz yg menguasai panggung , e ternyata malah gibran",jangan panggil aku anak kecil paaman padahal saya yakin dan jago pak mahfudz yg kuasa panggung e nyata malah gibran,positive
1 kata untuk Cawapres 02: NORAK,kata untuk norak,positive
